level2_id,root_id,classification
190234616894849030,864691135162983725,myelinated
177000138558930945,864691135162983725,myelinated
177000207278407758,864691135162983725,myelinated
177000207278407758,864691135162983725,myelinated
175167458766749706,864691135162983725,myelinated
175167458766749706,864691135162983725,myelinated
175097090022572165,864691135162983725,myelinated
175097090022572165,864691135162983725,myelinated
175097090022572165,864691135162983725,myelinated
175097158742049039,864691135162983725,myelinated
175097158742049039,864691135162983725,myelinated
175026789997871352,864691135162983725,myelinated
174956352534217098,864691135162983725,myelinated
175026721278394698,864691135162983725,myelinated
174956421253693758,864691135162983725,myelinated
174956421253693758,864691135162983725,myelinated
174886052509516192,864691135162983725,myelinated
174886052509516192,864691135162983725,myelinated
174815683765338531,864691135162983725,myelinated
174815683765338531,864691135162983725,myelinated
174815752484815327,864691135162983725,myelinated
174745315021161085,864691135162983725,myelinated
176645820735554400,864691135162983725,myelinated
176716258199208832,864691135162983725,myelinated
176645889455031161,864691135162983725,myelinated
176716326918685636,864691135162983725,myelinated
176645958174507930,864691135162983725,myelinated
176645958174507930,864691135162983725,myelinated
176646026893984560,864691135162983725,myelinated
176646095613461350,864691135162983725,myelinated
176646095613461321,864691135162983725,myelinated
176716464357639012,864691135162983725,myelinated
176716533077115830,864691135162983725,myelinated
176716533077115830,864691135162983725,myelinated
176716601796592381,864691135162983725,myelinated
176716670516068956,864691135162983725,myelinated
176716670516068956,864691135162983725,myelinated
176716670583177234,864691135162983725,myelinated
176646301838999591,864691135162983725,myelinated
176646370558476296,864691135162983725,myelinated
176716808022130792,864691135162983725,myelinated
188616066992177605,864691135162983725,myelinated
188616135711654281,864691135162983725,myelinated
188686504455831990,864691135162983725,myelinated
188686435736355320,864691135162983725,myelinated
188756873200009742,864691135162983725,myelinated
188756804480533051,864691135162983725,myelinated
188827173224710661,864691135162983725,myelinated
188827173224710661,864691135162983725,myelinated
188897541968888399,864691135162983725,myelinated
188897541968888399,864691135162983725,myelinated
188897610688365089,864691135162983725,myelinated
188967910713066054,864691135162983725,myelinated
188967979432542805,864691135162983725,myelinated
189038348176720408,864691135162983725,myelinated
189038348176720408,864691135162983725,myelinated
189108648201421394,864691135162983725,myelinated
189108716920898043,864691135162983725,myelinated
189179085665075769,864691135162983725,myelinated
189179016945599002,864691135162983725,myelinated
189249385689776719,864691135162983725,myelinated
189249454409253433,864691135162983725,myelinated
189319754433954392,864691135162983725,myelinated
176151796417298657,864691135162983725,myelinated
176151796417298657,864691135162983725,myelinated
176151865136775517,864691135162983725,myelinated
176151865136775517,864691135162983725,myelinated
176151933856252478,864691135162983725,myelinated
176151933856252478,864691135162983725,myelinated
176222302600430607,864691135162983725,myelinated
176222371319906702,864691135162983725,myelinated
176292671344607776,864691135162983725,myelinated
176292740064084324,864691135162983725,myelinated
176363108808261949,864691135162983725,myelinated
176292808783560943,864691135162983725,myelinated
176363177527738533,864691135162983725,myelinated
176363246247215349,864691135162983725,myelinated
176363246247215349,864691135162983725,myelinated
176363314966692284,864691135162983725,myelinated
176363314966692284,864691135162983725,myelinated
176433683710870172,864691135162983725,myelinated
176363383686169611,864691135162983725,myelinated
176433752430347101,864691135162983725,myelinated
176433821149823798,864691135162983725,myelinated
176433821149823798,864691135162983725,myelinated
176433889869300423,864691135162983725,myelinated
176433889869300423,864691135162983725,myelinated
176433889869300423,864691135162983725,myelinated
176504327332954670,864691135162983725,myelinated
176434027308253962,864691135162983725,myelinated
176504396052431504,864691135162983725,myelinated
176504396052431504,864691135162983725,myelinated
176504464771908338,864691135162983725,myelinated
176574833516085920,864691135162983725,myelinated
176504533491385095,864691135162983725,myelinated
176574902235562667,864691135162983725,myelinated
176574970955039421,864691135162983725,myelinated
176574970955039421,864691135162983725,myelinated
176575039674516176,864691135162983725,myelinated
176575039674516165,864691135162983725,myelinated
176575039674516165,864691135162983725,myelinated
176575108393992782,864691135162983725,myelinated
176504739649815375,864691135162983725,myelinated
176504808369292074,864691135162983725,myelinated
176575177113469587,864691135162983725,myelinated
176575177113469587,864691135162983725,myelinated
176575245832946536,864691135162983725,myelinated
176575245832946536,864691135162983725,myelinated
176575314552423106,864691135162983725,myelinated
176645683296600986,864691135162983725,myelinated
176645683296600986,864691135162983725,myelinated
176645752016077567,864691135162983725,myelinated
176716120760255294,864691135162983725,myelinated
176716189479732078,864691135162983725,myelinated
176646439277953073,864691135162983725,myelinated
176646439277953073,864691135162983725,myelinated
176716876741607527,864691135162983725,myelinated
176646507997429882,864691135162983725,myelinated
176646576716906611,864691135162983725,myelinated
176646576716906611,864691135162983725,myelinated
176717014180561082,864691135162983725,myelinated
176646645436383431,864691135162983725,myelinated
176646645436383431,864691135162983725,myelinated
176646714155860176,864691135162983725,myelinated
176576345411682566,864691135162983725,myelinated
176576345411682566,864691135162983725,myelinated
176576414131159273,864691135162983725,myelinated
176646851594813740,864691135162983725,myelinated
176576482850636072,864691135162983725,myelinated
176576482850636072,864691135162983725,myelinated
176576551570112695,864691135162983725,myelinated
176576551570112695,864691135162983725,myelinated
176576620289589520,864691135162983725,myelinated
176576620289589520,864691135162983725,myelinated
176576620289589520,864691135162983725,myelinated
176647057753244165,864691135162983725,myelinated
176576689009066454,864691135162983725,myelinated
176576689009066454,864691135162983725,myelinated
176647057753244240,864691135162983725,myelinated
176647057753244240,864691135162983725,myelinated
176576757728543357,864691135162983725,myelinated
176647126472721036,864691135162983725,myelinated
176576826448020121,864691135162983725,myelinated
176576826448020121,864691135162983725,myelinated
176647195192197877,864691135162983725,myelinated
176576895167496994,864691135162983725,myelinated
176647263911674743,864691135162983725,myelinated
176576895234605077,864691135162983725,myelinated
176647263978782728,864691135162983725,myelinated
176576963954081798,864691135162983725,myelinated
176647332698259457,864691135162983725,myelinated
176577032673558636,864691135162983725,myelinated
176647401417736298,864691135162983725,myelinated
176577101393035434,864691135162983725,myelinated
176647470137213110,864691135162983725,myelinated
176647470137213110,864691135162983725,myelinated
176647538856689874,864691135162983725,myelinated
176647538856689874,864691135162983725,myelinated
176717907600867507,864691135162983725,myelinated
176647607576166703,864691135162983725,myelinated
176717976320344404,864691135162983725,myelinated
176788345064522139,864691135162983725,myelinated
176788345064522139,864691135162983725,myelinated
176788413783998739,864691135162983725,myelinated
176788413783998739,864691135162983725,myelinated
176858782528176562,864691135162983725,myelinated
176858851247653071,864691135162983725,myelinated
176858851247653071,864691135162983725,myelinated
176929219991830831,864691135162983725,myelinated
176929219991830831,864691135162983725,myelinated
176929288711307472,864691135162983725,myelinated
176999657455485389,864691135162983725,myelinated
176999657455485389,864691135162983725,myelinated
176999726174962129,864691135162983725,myelinated
176999794894439068,864691135162983725,myelinated
176929426150261370,864691135162983725,myelinated
176929494869738168,864691135162983725,myelinated
176999863613915838,864691135162983725,myelinated
176999863613915838,864691135162983725,myelinated
176999932333392583,864691135162983725,myelinated
176999932333392583,864691135162983725,myelinated
176929563589214918,864691135162983725,myelinated
177000001052869369,864691135162983725,myelinated
177000001052869369,864691135162983725,myelinated
176929701028168634,864691135162983725,myelinated
177000069772346288,864691135162983725,myelinated
177000069772346288,864691135162983725,myelinated
177000069839454248,864691135162983725,myelinated
177000069839454248,864691135162983725,myelinated
177000138558930945,864691135162983725,myelinated
177000275997884542,864691135162983725,myelinated
177000275997884542,864691135162983725,myelinated
177000344717361315,864691135162983725,myelinated
177000344717361315,864691135162983725,myelinated
177000344717361315,864691135162983725,myelinated
177000413436838111,864691135162983725,myelinated
177070782181015828,864691135162983725,myelinated
177070850900492558,864691135162983725,myelinated
177070850900492558,864691135162983725,myelinated
177000550875791549,864691135162983725,myelinated
177070919619969288,864691135162983725,myelinated
177070919619969288,864691135162983725,myelinated
177070988339446061,864691135162983725,myelinated
177070988339446061,864691135162983725,myelinated
177141494522577260,864691135162983725,myelinated
177071125778399578,864691135162983725,myelinated
177141563242054646,864691135162983725,myelinated
177071194497876321,864691135162983725,myelinated
177141631961531365,864691135162983725,myelinated
177071263217353077,864691135162983725,myelinated
177141700681007489,864691135162983725,myelinated
177071331936829812,864691135162983725,myelinated
177141769400484240,864691135162983725,myelinated
177071400656306501,864691135162983725,myelinated
177141838119960957,864691135162983725,myelinated
177071469375783283,864691135162983725,myelinated
177071469375783283,864691135162983725,myelinated
177071538095260073,864691135162983725,myelinated
177071538095260073,864691135162983725,myelinated
177071606814736747,864691135162983725,myelinated
177071606814736747,864691135162983725,myelinated
177071675534213544,864691135162983725,myelinated
177071675534213544,864691135162983725,myelinated
177071744253690264,864691135162983725,myelinated
177071744253690264,864691135162983725,myelinated
177071812973166964,864691135162983725,myelinated
177071812973166964,864691135162983725,myelinated
177071881692643707,864691135162983725,myelinated
177071881692643707,864691135162983725,myelinated
177071950412120448,864691135162983725,myelinated
177071950412120448,864691135162983725,myelinated
177071950412120448,864691135162983725,myelinated
177072019131597271,864691135162983725,myelinated
177142387875775029,864691135162983725,myelinated
177072087851074025,864691135162983725,myelinated
177142456595251766,864691135162983725,myelinated
177142456595251766,864691135162983725,myelinated
177072156570550840,864691135162983725,myelinated
177072156570550840,864691135162983725,myelinated
177072225290027666,864691135162983725,myelinated
177072225290027666,864691135162983725,myelinated
177072225290027666,864691135162983725,myelinated
177072294009504578,864691135162983725,myelinated
177142662753682309,864691135162983725,myelinated
177142662753682309,864691135162983725,myelinated
177213031497859763,864691135162983725,myelinated
177213100217336357,864691135162983725,myelinated
177142731473158863,864691135162983725,myelinated
177213100284444684,864691135162983725,myelinated
177213169003921409,864691135162983725,myelinated
177213169003921409,864691135162983725,myelinated
177283606467575899,864691135162983725,myelinated
177213237723398242,864691135162983725,myelinated
177213237723398242,864691135162983725,myelinated
177213306442875055,864691135162983725,myelinated
177213306442875055,864691135162983725,myelinated
177213375162351773,864691135162983725,myelinated
177143006418174069,864691135162983725,myelinated
177213443881828573,864691135162983725,myelinated
177213443881828573,864691135162983725,myelinated
177143143857127689,864691135162983725,myelinated
177143143857127689,864691135162983725,myelinated
177213512601305367,864691135162983725,myelinated
177143212576604506,864691135162983725,myelinated
177213581320782155,864691135162983725,myelinated
177213581320782155,864691135162983725,myelinated
177283950064959994,864691135162983725,myelinated
177213581320782441,864691135162983725,myelinated
177213650040258999,864691135162983725,myelinated
177213650040258999,864691135162983725,myelinated
177284087503913580,864691135162983725,myelinated
177284087503913580,864691135162983725,myelinated
177213718759735851,864691135162983725,myelinated
177213718759735851,864691135162983725,myelinated
177213787479212720,864691135162983725,myelinated
177143350015558308,864691135162983725,myelinated
177143418735035169,864691135162983725,myelinated
177143487454511976,864691135162983725,myelinated
177143487454511976,864691135162983725,myelinated
177073118710334206,864691135162983725,myelinated
177073118710334206,864691135162983725,myelinated
177002749966156764,864691135162983725,myelinated
177002818685633308,864691135162983725,myelinated
184252929908146679,864691135162983725,myelinated
184252998627623422,864691135162983725,myelinated
184323298652324360,864691135162983725,myelinated
184323367371801178,864691135162983725,myelinated
184393667396502133,864691135162983725,myelinated
184393667396502133,864691135162983725,myelinated
184464104860156441,864691135162983725,myelinated
184464036140679774,864691135162983725,myelinated
184534404884857517,864691135162983725,myelinated
184534404884857517,864691135162983725,myelinated
184604773629035114,864691135162983725,myelinated
184604773629035114,864691135162983725,myelinated
184604842348511943,864691135162983725,myelinated
184675142373212793,864691135162983725,myelinated
184675142373212793,864691135162983725,myelinated
184745511117390388,864691135162983725,myelinated
184745511117390388,864691135162983725,myelinated
184815879861568151,864691135162983725,myelinated
184815948581044913,864691135162983725,myelinated
184886317325222599,864691135162983725,myelinated
184886248605745844,864691135162983725,myelinated
184956617349923563,864691135162983725,myelinated
184956686069400304,864691135162983725,myelinated
185026986094101228,864691135162983725,myelinated
185026986094101228,864691135162983725,myelinated
176932381221979102,864691135162983725,myelinated
176932449941455662,864691135162983725,myelinated
176932518660932663,864691135162983725,myelinated
176862081197277923,864691135162983725,myelinated
176862149916754700,864691135162983725,myelinated
176791781172577113,864691135162983725,myelinated
176791849892053766,864691135162983725,myelinated
176791849892053766,864691135162983725,myelinated
176721481147875955,864691135162983725,myelinated
176721481147875955,864691135162983725,myelinated
176651112403698337,864691135162983725,myelinated
176651181123174945,864691135162983725,myelinated
176651181123174945,864691135162983725,myelinated
176651249842651755,864691135162983725,myelinated
176580881098474138,864691135162983725,myelinated
176580949817950886,864691135162983725,myelinated
176580949817950886,864691135162983725,myelinated
176581018537427631,864691135162983725,myelinated
176581018537427631,864691135162983725,myelinated
176510649793250023,864691135162983725,myelinated
176510649793250023,864691135162983725,myelinated
176510649860358156,864691135162983725,myelinated
176440281116180495,864691135162983725,myelinated
176369912372002861,864691135162983725,myelinated
176369912372002861,864691135162983725,myelinated
176369981091479560,864691135162983725,myelinated
176369981091479560,864691135162983725,myelinated
176299612347302026,864691135162983725,myelinated
176299681066778736,864691135162983725,myelinated
176299681066778736,864691135162983725,myelinated
176299749786255454,864691135162983725,myelinated
176299749786255454,864691135162983725,myelinated
176229381042077823,864691135162983725,myelinated
176229381042077823,864691135162983725,myelinated
176229449761554542,864691135162983725,myelinated
176229449761554542,864691135162983725,myelinated
176229518481031318,864691135162983725,myelinated
176159149736853666,864691135162983725,myelinated
176159149736853666,864691135162983725,myelinated
176229587200508066,864691135162983725,myelinated
176159218456330461,864691135162983725,myelinated
176159218456330502,864691135162983725,myelinated
176159287175807702,864691135162983725,myelinated
176088918431629617,864691135162983725,myelinated
176159355895283943,864691135162983725,myelinated
176159355895283943,864691135162983725,myelinated
176159424614760719,864691135162983725,myelinated
176159424614760719,864691135162983725,myelinated
176089055870583064,864691135162983725,myelinated
176159493334237483,864691135162983725,myelinated
176159493334237483,864691135162983725,myelinated
176159562053714262,864691135162983725,myelinated
176159562053714262,864691135162983725,myelinated
176159562053714262,864691135162983725,myelinated
176159630773191030,864691135162983725,myelinated
176159630773191030,864691135162983725,myelinated
176159699492667814,864691135162983725,myelinated
176159699492667814,864691135162983725,myelinated
176159699492667814,864691135162983725,myelinated
176089399467966979,864691135162983725,myelinated
176159768212144678,864691135162983725,myelinated
176089468187443691,864691135162983725,myelinated
176159836931621366,864691135162983725,myelinated
176089536974028841,864691135162983725,myelinated
176159905718206502,864691135162983725,myelinated
176159905718206502,864691135162983725,myelinated
176159974437683241,864691135162983725,myelinated
176159974437683241,864691135162983725,myelinated
176159974437683241,864691135162983725,myelinated
176230343181860928,864691135162983725,myelinated
176230343181860928,864691135162983725,myelinated
176230343181860928,864691135162983725,myelinated
176300711926038729,864691135162983725,myelinated
176300711926038729,864691135162983725,myelinated
176300780645515576,864691135162983725,myelinated
176371149389693168,864691135162983725,myelinated
176371080670216446,864691135162983725,myelinated
176371149389693207,864691135162983725,myelinated
176441449414394106,864691135162983725,myelinated
176441449414394106,864691135162983725,myelinated
176441518133871010,864691135162983725,myelinated
176511818158571900,864691135162983725,myelinated
176511886878048673,864691135162983725,myelinated
176582186902749690,864691135162983725,myelinated
176582255622226315,864691135162983725,myelinated
176652555646927378,864691135162983725,myelinated
176652624366403992,864691135162983725,myelinated
176722924391105024,864691135162983725,myelinated
176722993110581717,864691135162983725,myelinated
176793361854759328,864691135162983725,myelinated
176793361854759328,864691135162983725,myelinated
176793361854759328,864691135162983725,myelinated
176863730598937100,864691135162983725,myelinated
176934168062591553,864691135162983725,myelinated
176934099343114738,864691135162983725,myelinated
176934168062591587,864691135162983725,myelinated
177004468087292487,864691135162983725,myelinated
177004536806769204,864691135162983725,myelinated
177074836831470205,864691135162983725,myelinated
177074836831470205,864691135162983725,myelinated
177145205575647862,864691135162983725,myelinated
177145205575647862,864691135162983725,myelinated
177215574319825488,864691135162983725,myelinated
177215643039302284,864691135162983725,myelinated
177285943064003140,864691135162983725,myelinated
177286011783479910,864691135162983725,myelinated
177356311808180886,864691135162983725,myelinated
177356380527657618,864691135162983725,myelinated
177426680552358485,864691135162983725,myelinated
177426749271835403,864691135162983725,myelinated
177497049296536184,864691135162983725,myelinated
177497118016013100,864691135162983725,myelinated
177567418040713900,864691135162983725,myelinated
177567418040713900,864691135162983725,myelinated
177637786784891505,864691135162983725,myelinated
177637855504368391,864691135162983725,myelinated
177637855504368391,864691135162983725,myelinated
177708224248546105,864691135162983725,myelinated
177708224315654151,864691135162983725,myelinated
177778592992723776,864691135162983725,myelinated
177778593059831816,864691135162983725,myelinated
177848961804009483,864691135162983725,myelinated
177848961736901338,864691135162983725,myelinated
177919330481079002,864691135162983725,myelinated
177919330548187148,864691135162983725,myelinated
177989699292364807,864691135162983725,myelinated
177989699292364807,864691135162983725,myelinated
177989768011841554,864691135162983725,myelinated
178060068036542500,864691135162983725,myelinated
178060136756019272,864691135162983725,myelinated
178130436780720189,864691135162983725,myelinated
178200805524897883,864691135162983725,myelinated
178200805524897883,864691135162983725,myelinated
178200874244374607,864691135162983725,myelinated
178271242988552325,864691135162983725,myelinated
178271242988552325,864691135162983725,myelinated
178271311708029059,864691135162983725,myelinated
178341611732730024,864691135162983725,myelinated
178341680452206682,864691135162983725,myelinated
178411980476907725,864691135162983725,myelinated
178412049196384361,864691135162983725,myelinated
178482417940562048,864691135162983725,myelinated
178482349221085367,864691135162983725,myelinated
178552717965263030,864691135162983725,myelinated
178552786684739822,864691135162983725,myelinated
178623086709440707,864691135162983725,myelinated
178623155428917510,864691135162983725,myelinated
178693524173095105,864691135162983725,myelinated
178693455453618390,864691135162983725,myelinated
178763824197796104,864691135162983725,myelinated
178763892917272833,864691135162983725,myelinated
178834192941973745,864691135162983725,myelinated
178834261661450501,864691135162983725,myelinated
178834261661450501,864691135162983725,myelinated
178904630405628184,864691135162983725,myelinated
178904630405628184,864691135162983725,myelinated
178974999149806433,864691135162983725,myelinated
178974999149806433,864691135162983725,myelinated
179045367893983544,864691135162983725,myelinated
179045367893983601,864691135162983725,myelinated
179115736638161219,864691135162983725,myelinated
179115736638161778,864691135162983725,myelinated
179186105382338971,864691135162983725,myelinated
179186105382338971,864691135162983725,myelinated
179256474126516591,864691135162983725,myelinated
179256474126516615,864691135162983725,myelinated
179326842870694296,864691135162983725,myelinated
179326842870694296,864691135162983725,myelinated
179397211614872266,864691135162983725,myelinated
179397280334348670,864691135162983725,myelinated
179397280334348670,864691135162983725,myelinated
179467580359049627,864691135162983725,myelinated
179537949103227340,864691135162983725,myelinated
179538017822703993,864691135162983725,myelinated
179538017822703993,864691135162983725,myelinated
179608386566881657,864691135162983725,myelinated
179608386566881657,864691135162983725,myelinated
179678755311059319,864691135162983725,myelinated
179678755311059319,864691135162983725,myelinated
179749124055236935,864691135162983725,myelinated
179749124055236935,864691135162983725,myelinated
179819492799414646,864691135162983725,myelinated
179819492799414646,864691135162983725,myelinated
179889861543592795,864691135162983725,myelinated
179889861543592795,864691135162983725,myelinated
179960230287770053,864691135162983725,myelinated
179960230287770510,864691135162983725,myelinated
180030599031948072,864691135162983725,myelinated
180030667751424466,864691135162983725,myelinated
180030599031947811,864691135162983725,myelinated
180100967776125497,864691135162983725,myelinated
180101036495602496,864691135162983725,myelinated
180171405239779808,864691135162983725,myelinated
180171405239779808,864691135162983725,myelinated
180312074008658530,864691135162983725,myelinated
180382442752836124,864691135162983725,myelinated
180382442752836124,864691135162983725,myelinated
180452880216490607,864691135162983725,myelinated
180523248960668318,864691135162983725,myelinated
180523180241191576,864691135162983725,myelinated
180523180241191576,864691135162983725,myelinated
180452811497014258,864691135162983725,myelinated
180523248960668350,864691135162983725,myelinated
180523180241191622,864691135162983725,myelinated
180523180241191622,864691135162983725,myelinated
180593548985369510,864691135162983725,myelinated
180593548985369510,864691135162983725,myelinated
180663917729547026,864691135162983725,myelinated
180663917729547026,864691135162983725,myelinated
180734286473724627,864691135162983725,myelinated
180734217754247879,864691135162983725,myelinated
180804655217902345,864691135162983725,myelinated
180804655217902345,864691135162983725,myelinated
180875023962080044,864691135162983725,myelinated
180875023962080044,864691135162983725,myelinated
180875023962080053,864691135162983725,myelinated
180945392706257764,864691135162983725,myelinated
180945392706257764,864691135162983725,myelinated
181015761450435465,864691135162983725,myelinated
181086061475136332,864691135162983725,myelinated
181086130194613116,864691135162983725,myelinated
181086130261721089,864691135162983725,myelinated
181156430286422032,864691135162983725,myelinated
181156499005898753,864691135162983725,myelinated
181226799030599700,864691135162983725,myelinated
181226867750077330,864691135162983725,myelinated
181297236494254083,864691135162983725,myelinated
181297236427145861,864691135162983725,myelinated
181367605171323543,864691135162983725,myelinated
181367605238431758,864691135162983725,myelinated
181438042634978221,864691135162983725,myelinated
181437973982609414,864691135162983725,myelinated
181508411446263809,864691135162983725,myelinated
181508342726787077,864691135162983725,myelinated
181508342726787077,864691135162983725,myelinated
181578711470964744,864691135162983725,myelinated
181578711470964744,864691135162983725,myelinated
181649080215143468,864691135162983725,myelinated
181649080215143468,864691135162983725,myelinated
181719448959320983,864691135162983725,myelinated
181719448959320983,864691135162983725,myelinated
181789817703497775,864691135162983725,myelinated
181789817703497775,864691135162983725,myelinated
181860186447675445,864691135162983725,myelinated
181860186447675445,864691135162983725,myelinated
181930555191854026,864691135162983725,myelinated
181930555191854026,864691135162983725,myelinated
182000923936030759,864691135162983725,myelinated
182000923936030759,864691135162983725,myelinated
182071292680208425,864691135162983725,myelinated
182071292680208425,864691135162983725,myelinated
182141661424386092,864691135162983725,myelinated
182141661424386092,864691135162983725,myelinated
182212030168563758,864691135162983725,myelinated
182212030168563758,864691135162983725,myelinated
182282398912741422,864691135162983725,myelinated
182282467632218186,864691135162983725,myelinated
182352767656919117,864691135162983725,myelinated
182352836376395860,864691135162983725,myelinated
182352836376395860,864691135162983725,myelinated
182423205120573492,864691135162983725,myelinated
182423205120573492,864691135162983725,myelinated
182493573864751183,864691135162983725,myelinated
182493573864751183,864691135162983725,myelinated
182563942608928883,864691135162983725,myelinated
182563942608928883,864691135162983725,myelinated
182634311353106524,864691135162983725,myelinated
182634311353106524,864691135162983725,myelinated
182704680097284167,864691135162983725,myelinated
182704680097284167,864691135162983725,myelinated
182775048841461876,864691135162983725,myelinated
182775048841461876,864691135162983725,myelinated
182845417585639581,864691135162983725,myelinated
182845417585639581,864691135162983725,myelinated
182915786329817216,864691135162983725,myelinated
182915786329817216,864691135162983725,myelinated
182986155073994911,864691135162983725,myelinated
182986155073994911,864691135162983725,myelinated
183056523818172633,864691135162983725,myelinated
183056523818172633,864691135162983725,myelinated
183126892562350286,864691135162983725,myelinated
183126961281827050,864691135162983725,myelinated
183126961281827050,864691135162983725,myelinated
183197330026004740,864691135162983725,myelinated
183197330026004740,864691135162983725,myelinated
183267698770182366,864691135162983725,myelinated
183267698770182366,864691135162983725,myelinated
183338067514360057,864691135162983725,myelinated
183338067514360057,864691135162983725,myelinated
183408436258537693,864691135162983725,myelinated
183408436258537693,864691135162983725,myelinated
183478805002715390,864691135162983725,myelinated
183478805002715390,864691135162983725,myelinated
183549173746893030,864691135162983725,myelinated
183549173746893030,864691135162983725,myelinated
183619542491070725,864691135162983725,myelinated
183619542491070725,864691135162983725,myelinated
183619611210547600,864691135162983725,myelinated
183689911235248430,864691135162983725,myelinated
183689979954725202,864691135162983725,myelinated
183760279979426058,864691135162983725,myelinated
183760348698902942,864691135162983725,myelinated
183830648723603770,864691135162983725,myelinated
183830717443080569,864691135162983725,myelinated
183901017467781455,864691135162983725,myelinated
183901086187258280,864691135162983725,myelinated
183971386211959094,864691135162983725,myelinated
183971386211959094,864691135162983725,myelinated
184041754956136819,864691135162983725,myelinated
184041754956136819,864691135162983725,myelinated
184112123700314441,864691135162983725,myelinated
184112192419791187,864691135162983725,myelinated
184182492444492175,864691135162983725,myelinated
184182561163968924,864691135162983725,myelinated
184182561163968924,864691135162983725,myelinated
185097354838278882,864691135162983725,myelinated
185097354838278882,864691135162983725,myelinated
185167723582456510,864691135162983725,myelinated
185167723582456510,864691135162983725,myelinated
185238092326634149,864691135162983725,myelinated
185238092326634181,864691135162983725,myelinated
185308529790288621,864691135162983725,myelinated
185308461070811786,864691135162983725,myelinated
185308461070811786,864691135162983725,myelinated
185378829814989442,864691135162983725,myelinated
185378829814989442,864691135162983725,myelinated
185449198559167166,864691135162983725,myelinated
185449198559167194,864691135162983725,myelinated
185519567303344873,864691135162983725,myelinated
185519567303344908,864691135162983725,myelinated
185589936047522582,864691135162983725,myelinated
185589936047522582,864691135162983725,myelinated
185660304791700293,864691135162983725,myelinated
185660373511177017,864691135162983725,myelinated
185730673535877966,864691135162983725,myelinated
185730742255354622,864691135162983725,myelinated
185801042280055578,864691135162983725,myelinated
185801110999532263,864691135162983725,myelinated
185871411024233278,864691135162983725,myelinated
185871411024233278,864691135162983725,myelinated
185941779768410911,864691135162983725,myelinated
185941848487887457,864691135162983725,myelinated
185941848554995713,864691135162983725,myelinated
186012148512588672,864691135162983725,myelinated
186012217299173378,864691135162983725,myelinated
186082517256766296,864691135162983725,myelinated
186082586043351041,864691135162983725,myelinated
186152954787528705,864691135162983725,myelinated
186152954787528705,864691135162983725,myelinated
186223323531706369,864691135162983725,myelinated
186223323531706369,864691135162983725,myelinated
186293692275884034,864691135162983725,myelinated
186293692275884034,864691135162983725,myelinated
186364060952953688,864691135162983725,myelinated
186364061020061700,864691135162983725,myelinated
186434429697131364,864691135162983725,myelinated
186434429764239372,864691135162983725,myelinated
186575167252594732,864691135162983725,myelinated
186575167252594732,864691135162983725,myelinated
186575235972071462,864691135162983725,myelinated
186645535996772390,864691135162983725,myelinated
186645604716249135,864691135162983725,myelinated
186715904740950075,864691135162983725,myelinated
186715904740950075,864691135162983725,myelinated
186786273485127778,864691135162983725,myelinated
186786273485127778,864691135162983725,myelinated
